類別,商品編號,商品名稱,單位,銷售數量,實銷金額
秤重肉類,04005,肝連,份,1057.0,0.0
秤重肉類,04007,腱子肉,份,949.0,0.0
秤重肉類,04009,月亮軟骨,份,419.0,0.0
麵類,01010,老油條,份,1133.0,33960.0
麵類,05003,王子麵,份,3124.0,46770.0
麵類,05005,祖傳麻醬麵,份,1729.0,60480.0
麵類,05006,丹瓦潑辣麵,份,1888.0,75400.0
麵類,05010,椒點香麻麵,份,372.0,20460.0
麵類,05011,油蔥香拌麵,份,2010.0,100150.0
麵類,05012,王子麵 x2,份,2.0,0.0
手工類,06001,四川麻辣丸,份,304.0,6080.0
手工類,06002,嚴選鴨肉丸3顆,份,1145.0,20610.0
手工類,06003,手工虱目魚捲,份,213.0,8307.0
手工類,06004,香菇功夫丸,份,576.0,8640.0
手工類,06006,手工甜不辣,顆,2032.0,30465.0
茶飲,07001,沁露四季春,杯,302.0,13455.0
茶飲,07002,丹瓦紅茶,杯,513.0,20300.0
茶飲,07003,蕎麥拿鐵,杯,63.0,4410.0
茶飲,07004,青檸冬瓜,杯,199.0,10945.0
茶飲,07005,瓦焙厚奶茶,杯,261.0,14355.0
茶飲,07006,冬瓜拿鐵,杯,90.0,5850.0
茶飲,07007,紅茶拿鐵,杯,281.0,18135.0
茶飲,07008,鐵觀音粉粿奶茶,杯,41.0,3075.0
茶飲,07009,厚焙鐵觀音,杯,67.0,3015.0
茶飲,07010,厚焙鐵觀音奶茶,杯,193.0,11580.0
茶飲,07011,黃金蕎麥,杯,212.0,9450.0
茶飲,07013,黃金蕎麥奶茶,杯,153.0,9120.0
茶飲,07015,鐵觀音拿鐵,杯,95.0,6580.0
茶飲,07016,蜜桃果粒冰茶,杯,53.0,4505.0
茶飲,07018,黃金粉粿喬麥,杯,191.0,11280.0
茶飲,07019,黃金粉粿厚奶茶,杯,62.0,4340.0
茶飲,07020,黃金粉粿蕎麥奶茶,杯,417.0,31200.0
茶飲,07022,冬瓜鐵觀音,杯,151.0,7550.0
茶飲,07024,青檸四季春,杯,338.0,18590.0
茶飲,07025,桂花四季春,杯,160.0,8800.0
茶飲,07026,桂花蕎麥,杯,116.0,6380.0
茶飲,07027,青檸蜜茶,杯,229.0,12540.0
茶飲,07029,雪綿輕熟烏龍,杯,73.0,5400.0
茶飲,07031,輕熟烏龍,杯,79.0,3850.0
茶飲,07033,雪綿厚焙鐵觀音,杯,71.0,4900.0
茶飲,07034,雪綿黃金蕎麥,杯,32.0,2240.0
茶飲,07035,雪綿丹瓦紅茶,杯,76.0,4875.0
茶飲,07036,雪綿四季春,杯,40.0,2800.0
茶飲,07038,波霸紅茶,杯,158.0,7850.0
茶飲,07039,波霸四季春,杯,136.0,7480.0
茶飲,07040,波霸奶茶,杯,800.0,51740.0
茶飲,07041,波霸鐵觀音奶茶,杯,289.0,20020.0
茶飲,07042,波霸烏龍奶茶,杯,74.0,5550.0
茶飲,07043,波霸紅茶拿鐵,杯,279.0,20925.0
茶飲,07044,丹紅草莓歐蕾,杯,221.0,19673.0
茶飲,07045,琥珀草莓布丁,杯,112.0,8690.0
茶飲,07046,烏龍拿鐵,杯,32.0,2325.0
茶飲,07047,波霸烏龍拿鐵,杯,28.0,2370.0
秤重蔬菜,V1001,蔬菜(每公克0.3元),克,973228.0,291793.3
秤重蔬菜,V1002,高麗菜,份,5222.0,0.0
秤重蔬菜,V1003,青江菜,份,1657.0,0.0
秤重蔬菜,V1004,大陸妹,份,1267.0,0.0
秤重蔬菜,V1005,奶油白菜,份,1083.0,0.0
秤重蔬菜,V1006,菠菜,份,738.0,0.0
秤重蔬菜,V1008,小白菜,份,793.0,0.0
秤重蔬菜,V1009,空心菜,份,1510.0,0.0
秤重蔬菜,V1010,地瓜葉,份,659.0,0.0
秤重蔬菜,V2001,香菇,份,835.0,0.0
秤重蔬菜,V2002,杏鮑菇,份,869.0,0.0
秤重蔬菜,V2003,袖珍菇,份,924.0,0.0
秤重蔬菜,V2005,金針菇,份,1790.0,0.0
秤重蔬菜,V2006,川耳,份,690.0,0.0
功夫菜,09001,黃金炸翅刀(梅醬),份,1043.0,101376.0
功夫菜,09002,黃金炸翅刀(瓦製辣醬),份,841.0,82160.0
功夫菜,09003,經典炸脆薯,份,238.0,19805.0
功夫菜,09005,醋溜炸脆肉(川味),份,168.0,16533.0
功夫菜,09007,醋溜炸脆肉(椒鹽),份,668.0,65637.0
功夫菜,09008,黃金炸翅刀,份,3.0,297.0
功夫菜,09011,醋溜炸脆肉,份,11.0,1089.0
調味,10002,不要蔥,份,23.0,0.0
調味,10003,不要酸菜,份,33.0,0.0
調味,10005,不要醬,份,3.0,0.0
外帶肉類,11003,鴨胗,份,24.0,600.0
外帶肉類,11004,鴨肝,份,11.0,165.0
外帶肉類,11005,鴨心,顆,5.0,50.0
外帶肉類,11006,豬頭皮,份,55.0,1100.0
外帶肉類,11007,豬肥腸,份,32.0,1280.0
外帶肉類,11009,豬耳朵,份,49.0,980.0
外帶肉類,11010,豬皮,份,43.0,860.0
外帶肉類,11013,腱子肉,份,103.0,4120.0
外帶肉類,11014,豬脆管,份,21.0,525.0
外帶肉類,11015,菊花肉,份,53.0,2120.0
外帶肉類,11017,脆腸,份,13.0,325.0
外帶肉類,11018,氣球,份,6.0,150.0
外帶肉類,11019,肝連,份,51.0,2040.0
外帶肉類,11020,生腸,份,2.0,40.0
外帶肉類,11021,無骨大雞腿,份,7.0,553.0
套餐,01034,任選三入20元,份,2392.0,47820.0
套餐子項,13001,黃金魚蛋,份,1682.0,0.0
套餐子項,13002,魚餃,份,1682.0,0.0
套餐子項,13006,小蟹腿,份,2810.0,0.0
套餐子項,13008,韓式魚板,份,989.0,0.0
套餐子項,U08003,魚餃,份,3.0,0.0
套餐子項,U08006,小蟹腿,份,3.0,0.0
套餐子項,U08008,韓式魚板,份,6.0,0.0
特製餐點,16002,分2桶,份,582.0,0.0
特製餐點,16003,分3桶,份,47.0,0.0
特製餐點,16004,分4桶,份,3.0,0.0
特製餐點,16005,滷味軟,份,2.0,0.0
特製餐點,16006,滷味濕,份,1.0,0.0
精選肉類,U01001,菊花肉,份,10.0,500.0
精選肉類,U01002,豬脆管,份,3.0,105.0
精選肉類,U01003,鴨肝,份,3.0,60.0
精選肉類,U01005,豬頭皮,份,10.0,350.0
精選肉類,U01007,豬耳朵,份,8.0,280.0
精選肉類,U01009,脆腸,份,5.0,150.0
精選肉類,U01010,腱子肉,份,11.0,385.0
精選肉類,U01011,肝連,份,10.0,350.0
精選肉類,U01012,肥腸,份,4.0,180.0
精選肉類,U01013,鴨胗,份,3.0,105.0
精選肉類,U01014,鴨心,顆,1.0,15.0
綜合好料,U02001,鳥蛋,份,18.0,144.0
綜合好料,U02003,小豆干(黃）,份,10.0,150.0
綜合好料,U02005,米血,份,10.0,150.0
綜合好料,U02008,海帶,份,21.0,315.0
綜合好料,U02012,大豆干(黑),份,20.0,360.0
綜合好料,U02014,滷蛋,份,7.0,140.0
綜合好料,U02016,百頁豆腐,份,9.0,270.0
家常蔬菜,U03001,川耳,份,4.0,80.0
家常蔬菜,U03002,香菇,份,5.0,125.0
家常蔬菜,U03005,水蓮,份,7.0,210.0
家常蔬菜,U03009,大陸妹,份,8.0,240.0
家常蔬菜,U03010,玉米筍,份,4.0,116.0
家常蔬菜,U03013,青江菜,份,4.0,116.0
家常蔬菜,U03014,高麗菜,份,29.0,870.0
家常蔬菜,U03015,秀珍菇,份,5.0,125.0
家常蔬菜,U03016,金針菇,份,10.0,250.0
家常蔬菜,U03018,四季豆,份,1.0,35.0
家常蔬菜,U03019,杏鮑菇,份,4.0,120.0
家常蔬菜,U03021,娃娃菜,份,4.0,140.0
嚴選手作,U04001,手工甜不辣,份,14.0,280.0
嚴選手作,U04002,四川麻辣丸,份,1.0,20.0
嚴選手作,U04003,鴨肉丸(3顆一份),份,2.0,50.0
嚴選手作,U04005,菇頂功夫丸,份,1.0,35.0
圈樓煮麵,U05001,祖傳麻醬麵,份,13.0,715.0
圈樓煮麵,U05002,丹瓦潑辣麵,份,16.0,944.0
圈樓煮麵,U05003,王子麵,份,6.0,120.0
丹瓦調飲,U06003,瓦焙紅茶,份,2.0,98.0
丹瓦調飲,U06005,瓦焙厚奶茶,份,6.0,354.0
丹瓦調飲,U06007,紅茶拿鐵,份,1.0,75.0
丹瓦調飲,U06008,厚焙鐵觀音,份,1.0,49.0
丹瓦調飲,U06009,厚焙鐵觀音奶茶,份,3.0,225.0
丹瓦調飲,U06010,黃金蕎麥,份,1.0,55.0
好料組合區,U07002,任選三樣39元,份,4.0,156.0
強檔必點,U10001,醋溜炸脆肉(椒鹽),份,3.0,417.0
強檔必點,U10002,醋溜炸脆肉(川味),份,1.0,139.0
強檔必點,U10004,梅醬黃金炸翅刀,份,4.0,600.0
強檔必點,U10005,瓦製辣醬黃金翅刀,份,1.0,150.0
