類別,商品編號,商品名稱,單位,銷售數量,實銷金額
秤重蔬菜,V1002,高麗菜,份,1500.0,0.0
秤重蔬菜,V1003,青江菜,份,441.0,0.0
秤重蔬菜,V1004,大陸妹,份,270.0,0.0
秤重蔬菜,V1005,奶油白菜,份,713.0,0.0
秤重蔬菜,V1006,菠菜,份,316.0,0.0
秤重蔬菜,V1007,A菜,份,163.0,0.0
秤重蔬菜,V1008,小白菜,份,801.0,0.0
秤重蔬菜,V1009,空心菜,份,346.0,0.0
秤重蔬菜,V2001,香菇,份,292.0,0.0
秤重蔬菜,V2002,杏鮑菇,份,252.0,0.0
秤重蔬菜,V2003,袖珍菇,份,213.0,0.0
秤重蔬菜,V2005,金針菇,份,693.0,0.0
秤重蔬菜,V2006,川耳,份,355.0,0.0
功夫菜,09001,黃金炸翅刀(梅醬),份,921.0,87744.0
功夫菜,09002,黃金炸翅刀(瓦製辣醬),份,661.0,64299.0
功夫菜,09003,經典炸脆薯,份,218.0,18360.0
功夫菜,09005,醋溜炸脆肉(川味),份,173.0,17028.0
功夫菜,09007,醋溜炸脆肉(椒鹽),份,616.0,60786.0
功夫菜,09008,黃金炸翅刀,份,4.0,396.0
功夫菜,09011,醋溜炸脆肉,份,1.0,0.0
調味,10002,不要蔥,份,23.0,0.0
調味,10003,不要酸菜,份,33.0,0.0
調味,10005,不要醬,份,1.0,0.0
外帶肉類,11003,鴨胗,份,27.0,675.0
外帶肉類,11004,鴨肝,份,19.0,285.0
外帶肉類,11005,鴨心,顆,31.0,310.0
外帶肉類,11006,豬頭皮,份,29.0,580.0
外帶肉類,11007,豬肥腸,份,13.0,520.0
外帶肉類,11009,豬耳朵,份,48.0,960.0
外帶肉類,11010,豬皮,份,27.0,540.0
外帶肉類,11013,腱子肉,份,65.0,2600.0
外帶肉類,11014,豬脆管,份,13.0,325.0
外帶肉類,11015,菊花肉,份,40.0,1600.0
外帶肉類,11017,脆腸,份,22.0,550.0
外帶肉類,11018,氣球,份,9.0,225.0
外帶肉類,11019,肝連,份,42.0,1680.0
外帶肉類,11020,生腸,份,3.0,60.0
外帶肉類,11021,無骨大雞腿,份,12.0,948.0
套餐,01034,任選三入20元,份,2123.0,42400.0
套餐子項,13001,黃金魚蛋,份,1398.0,0.0
套餐子項,13002,魚餃,份,1468.0,0.0
套餐子項,13006,小蟹腿,份,2442.0,0.0
套餐子項,13008,韓式魚板,份,1041.0,0.0
套餐子項,U08002,黃金魚蛋,份,9.0,0.0
套餐子項,U08003,魚餃,份,3.0,0.0
套餐子項,U08006,小蟹腿,份,5.0,0.0
套餐子項,U08008,韓式魚板,份,7.0,0.0
餐費,14001,餐費,份,75.0,75.0
特製餐點,16002,分2桶,份,159.0,0.0
特製餐點,16003,分3桶,份,11.0,0.0
特製餐點,16004,分4桶,份,1.0,0.0
特製餐點,16005,滷味軟,份,1.0,0.0
特製餐點,16007,滷味乾,份,1.0,0.0
精選肉類,U01001,菊花肉,份,8.0,400.0
精選肉類,U01002,豬脆管,份,2.0,70.0
精選肉類,U01003,鴨肝,份,3.0,60.0
精選肉類,U01005,豬頭皮,份,4.0,140.0
精選肉類,U01007,豬耳朵,份,7.0,245.0
精選肉類,U01009,脆腸,份,5.0,150.0
精選肉類,U01010,腱子肉,份,7.0,245.0
精選肉類,U01011,肝連,份,8.0,280.0
精選肉類,U01012,肥腸,份,3.0,135.0
精選肉類,U01013,鴨胗,份,3.0,105.0
精選肉類,U01014,鴨心,顆,2.0,30.0
綜合好料,U02001,鳥蛋,份,23.0,184.0
綜合好料,U02003,小豆干(黃）,份,10.0,150.0
綜合好料,U02005,米血,份,9.0,135.0
綜合好料,U02008,海帶,份,16.0,240.0
綜合好料,U02010,龍蝦沙拉,份,1.0,20.0
綜合好料,U02012,大豆干(黑),份,10.0,180.0
綜合好料,U02014,滷蛋,份,11.0,220.0
綜合好料,U02016,百頁豆腐,份,4.0,120.0
家常蔬菜,U03001,川耳,份,5.0,100.0
家常蔬菜,U03002,香菇,份,6.0,150.0
家常蔬菜,U03005,水蓮,份,11.0,330.0
家常蔬菜,U03009,大陸妹,份,6.0,180.0
家常蔬菜,U03010,玉米筍,份,5.0,145.0
家常蔬菜,U03014,高麗菜,份,13.0,390.0
家常蔬菜,U03015,秀珍菇,份,3.0,75.0
家常蔬菜,U03016,金針菇,份,9.0,225.0
家常蔬菜,U03019,杏鮑菇,份,3.0,90.0
家常蔬菜,U03021,娃娃菜,份,7.0,245.0
嚴選手作,U04001,手工甜不辣,份,9.0,180.0
嚴選手作,U04002,四川麻辣丸,份,4.0,80.0
嚴選手作,U04003,鴨肉丸(3顆一份),份,5.0,125.0
嚴選手作,U04006,嚴選虱目魚捲,份,3.0,165.0
圈樓煮麵,U05001,祖傳麻醬麵,份,8.0,440.0
圈樓煮麵,U05002,丹瓦潑辣麵,份,10.0,590.0
圈樓煮麵,U05003,王子麵,份,9.0,180.0
丹瓦調飲,U06002,青檸冬瓜,份,2.0,118.0
丹瓦調飲,U06005,瓦焙厚奶茶,份,2.0,118.0
丹瓦調飲,U06006,冬瓜拿鐵,份,1.0,75.0
丹瓦調飲,U06008,厚焙鐵觀音,份,1.0,49.0
好料組合區,U07002,任選三樣39元,份,8.0,312.0
強檔必點,U10001,醋溜炸脆肉(椒鹽),份,2.0,278.0
強檔必點,U10002,醋溜炸脆肉(川味),份,2.0,278.0
強檔必點,U10004,梅醬黃金炸翅刀,份,4.0,600.0
強檔必點,U10005,瓦製辣醬黃金翅刀,份,1.0,150.0
