類別,商品編號,商品名稱,單位,銷售數量,實銷金額
外帶肉類,11006,豬頭皮,份,170.0,6560.0
外帶肉類,11007,豬肥腸,份,179.0,9330.0
外帶肉類,11009,豬耳朵,份,230.0,9240.0
外帶肉類,11010,豬皮,份,16.0,320.0
外帶肉類,11011,月亮軟骨,份,68.0,2760.0
外帶肉類,11013,腱子肉,份,276.0,14810.0
外帶肉類,11014,豬脆管,份,11.0,275.0
外帶肉類,11015,菊花肉,份,258.0,14010.0
外帶肉類,11017,脆腸,份,7.0,175.0
外帶肉類,11018,氣球,份,5.0,125.0
外帶肉類,11019,肝連,份,222.0,10290.0
外帶肉類,11020,生腸,份,6.0,120.0
外帶肉類,11021,無骨大雞腿,份,5.0,395.0
外帶肉類,11023,無單點,份,422.0,0.0
套餐,01034,任選三入20元,份,835.0,16680.0
套餐子項,13001,黃金魚蛋,份,522.0,0.0
套餐子項,13002,魚餃,份,567.0,0.0
套餐子項,13006,小蟹腿,份,924.0,0.0
套餐子項,13008,韓式魚板,份,480.0,0.0
特製餐點,16002,分2桶,份,216.0,0.0
特製餐點,16003,分3桶,份,16.0,0.0
特製餐點,16004,分4桶,份,4.0,0.0
特製餐點,16005,滷味軟,份,1.0,0.0
秤重滷味,17001,秤重滷味（第一份）,份,1403.0,211933.0
秤重滷味,17002,秤重滷味（第二份）,份,233.0,31050.0
秤重滷味,17003,秤重滷味（第三份）,份,30.0,3406.0
秤重滷味,17004,秤重滷味（第四份）,份,7.0,583.0
秤重滷味,17005,秤重滷味（第五份）,份,2.0,162.0
秤重滷味,17006,秤重滷味（第六份）,份,1.0,0.0
精選肉類,U01001,菊花肉,份,4.0,200.0
精選肉類,U01002,豬脆管,份,2.0,70.0
精選肉類,U01005,豬頭皮,份,3.0,105.0
精選肉類,U01007,豬耳朵,份,1.0,35.0
精選肉類,U01009,脆腸,份,1.0,30.0
精選肉類,U01010,腱子肉,份,1.0,35.0
精選肉類,U01011,肝連,份,2.0,70.0
精選肉類,U01012,肥腸,份,2.0,90.0
綜合好料,U02001,鳥蛋,份,3.0,24.0
綜合好料,U02003,小豆干(黃）,份,2.0,30.0
綜合好料,U02005,米血,份,3.0,45.0
綜合好料,U02008,海帶,份,4.0,60.0
綜合好料,U02010,龍蝦沙拉,份,1.0,20.0
綜合好料,U02012,大豆干(黑),份,2.0,36.0
綜合好料,U02014,滷蛋,份,3.0,60.0
綜合好料,U02016,百頁豆腐,份,5.0,150.0
家常蔬菜,U03005,水蓮,份,3.0,90.0
家常蔬菜,U03009,大陸妹,份,3.0,90.0
家常蔬菜,U03013,青江菜,份,3.0,87.0
家常蔬菜,U03014,高麗菜,份,1.0,30.0
家常蔬菜,U03015,秀珍菇,份,2.0,50.0
家常蔬菜,U03016,金針菇,份,1.0,25.0
家常蔬菜,U03019,杏鮑菇,份,1.0,30.0
嚴選手作,U04001,手工甜不辣,份,1.0,20.0
嚴選手作,U04002,四川麻辣丸,份,3.0,60.0
嚴選手作,U04003,鴨肉丸(3顆一份),份,4.0,100.0
圈樓煮麵,U05002,丹瓦潑辣麵,份,1.0,59.0
圈樓煮麵,U05003,王子麵,份,3.0,60.0
丹瓦調飲,U06008,厚焙鐵觀音,份,1.0,49.0
丹瓦調飲,U06009,厚焙鐵觀音奶茶,份,1.0,75.0
丹瓦調飲,U06010,黃金蕎麥,份,2.0,110.0
強檔必點,U10001,醋溜炸脆肉(椒鹽),份,1.0,139.0
