類別,商品編號,商品名稱,單位,銷售數量,實銷金額
秤重蔬菜,V1004,大陸妹,份,1388.0,0.0
秤重蔬菜,V1005,奶油白菜,份,1381.0,0.0
秤重蔬菜,V1006,菠菜,份,15.0,0.0
秤重蔬菜,V1007,A菜,份,1.0,0.0
秤重蔬菜,V1008,小白菜,份,17.0,0.0
秤重蔬菜,V1009,空心菜,份,1709.0,0.0
秤重蔬菜,V1010,地瓜葉,份,763.0,0.0
秤重蔬菜,V1011,杏菜,份,391.0,0.0
秤重蔬菜,V1012,油菜,份,147.0,0.0
秤重蔬菜,V1013,尼龍菜,份,357.0,0.0
秤重蔬菜,V2001,香菇,份,1315.0,0.0
秤重蔬菜,V2002,杏鮑菇,份,1077.0,0.0
秤重蔬菜,V2003,袖珍菇,份,939.0,0.0
秤重蔬菜,V2005,金針菇,份,1792.0,0.0
秤重蔬菜,V2006,川耳,份,997.0,0.0
功夫菜,09001,黃金炸翅刀(梅醬),份,1200.0,116287.0
功夫菜,09002,黃金炸翅刀(瓦製辣醬),份,635.0,61559.0
功夫菜,09003,經典炸脆薯,份,208.0,17510.0
功夫菜,09007,醋溜炸脆肉(椒鹽),份,1.0,99.0
功夫菜,09008,黃金炸翅刀,份,3.0,294.0
功夫菜,09012,米香鹹酥雞,份,325.0,39808.0
功夫菜,09013,皮蛋炸豆腐,份,410.0,21725.0
調味,10002,不要蔥,份,28.0,0.0
調味,10003,不要酸菜,份,34.0,0.0
調味,10005,不要醬,份,4.0,0.0
外帶肉類,11003,鴨胗,份,40.0,1000.0
外帶肉類,11004,鴨肝,份,18.0,270.0
外帶肉類,11005,鴨心,顆,35.0,350.0
外帶肉類,11006,豬頭皮,份,41.0,820.0
外帶肉類,11007,豬肥腸,份,46.0,1840.0
外帶肉類,11009,豬耳朵,份,58.0,1160.0
外帶肉類,11010,豬皮,份,48.0,960.0
外帶肉類,11013,腱子肉,份,126.0,5040.0
外帶肉類,11014,豬脆管,份,9.0,225.0
外帶肉類,11015,菊花肉,份,67.0,2680.0
外帶肉類,11017,脆腸,份,24.0,600.0
外帶肉類,11018,氣球,份,5.0,125.0
外帶肉類,11019,肝連,份,52.0,2080.0
外帶肉類,11020,生腸,份,9.0,180.0
套餐,01034,任選三入20元,份,2115.0,42200.0
套餐子項,13001,黃金魚蛋,份,1227.0,0.0
套餐子項,13002,魚餃,份,1470.0,0.0
套餐子項,13006,小蟹腿,份,2499.0,0.0
套餐子項,13008,韓式魚板,份,1118.0,0.0
套餐子項,U08003,魚餃,份,3.0,0.0
套餐子項,U08006,小蟹腿,份,6.0,0.0
套餐子項,U08008,韓式魚板,份,3.0,0.0
餐費,14001,餐費,份,950.0,950.0
特製餐點,16002,分2桶,份,598.0,0.0
特製餐點,16003,分3桶,份,44.0,0.0
特製餐點,16004,分4桶,份,5.0,0.0
特製餐點,16005,滷味軟,份,2.0,0.0
精選肉類,U01001,菊花肉,份,3.0,150.0
精選肉類,U01003,鴨肝,份,6.0,120.0
精選肉類,U01005,豬頭皮,份,2.0,70.0
精選肉類,U01007,豬耳朵,份,2.0,70.0
精選肉類,U01009,脆腸,份,4.0,120.0
精選肉類,U01010,腱子肉,份,6.0,210.0
精選肉類,U01011,肝連,份,3.0,105.0
精選肉類,U01012,肥腸,份,4.0,180.0
精選肉類,U01013,鴨胗,份,1.0,35.0
精選肉類,U01014,鴨心,顆,3.0,45.0
綜合好料,U02001,鳥蛋,份,9.0,72.0
綜合好料,U02003,小豆干(黃）,份,6.0,90.0
綜合好料,U02005,米血,份,11.0,165.0
綜合好料,U02008,海帶,份,9.0,135.0
綜合好料,U02010,龍蝦沙拉,份,4.0,80.0
綜合好料,U02012,大豆干(黑),份,9.0,162.0
綜合好料,U02014,滷蛋,份,4.0,80.0
綜合好料,U02016,百頁豆腐,份,5.0,150.0
家常蔬菜,U03001,川耳,份,3.0,60.0
家常蔬菜,U03002,香菇,份,2.0,50.0
家常蔬菜,U03005,水蓮,份,1.0,30.0
家常蔬菜,U03009,大陸妹,份,1.0,30.0
家常蔬菜,U03010,玉米筍,份,1.0,29.0
家常蔬菜,U03013,青江菜,份,2.0,58.0
家常蔬菜,U03014,高麗菜,份,9.0,270.0
家常蔬菜,U03015,秀珍菇,份,1.0,25.0
家常蔬菜,U03016,金針菇,份,4.0,100.0
家常蔬菜,U03019,杏鮑菇,份,2.0,60.0
家常蔬菜,U03021,娃娃菜,份,4.0,140.0
嚴選手作,U04001,手工甜不辣,份,9.0,180.0
嚴選手作,U04003,鴨肉丸(3顆一份),份,1.0,25.0
圈樓煮麵,U05001,祖傳麻醬麵,份,7.0,385.0
圈樓煮麵,U05002,丹瓦潑辣麵,份,4.0,236.0
圈樓煮麵,U05003,王子麵,份,8.0,160.0
丹瓦調飲,U06003,瓦焙紅茶,份,3.0,147.0
丹瓦調飲,U06007,紅茶拿鐵,份,2.0,150.0
好料組合區,U07002,任選三樣39元,份,4.0,156.0
強檔必點,U10001,醋溜炸脆肉(椒鹽),份,1.0,139.0
強檔必點,U10004,梅醬黃金炸翅刀,份,2.0,300.0
強檔必點,U10005,瓦製辣醬黃金翅刀,份,1.0,150.0
