類別,商品編號,商品名稱,單位,銷售數量,實銷金額
茶飲,07020,黃金粉粿蕎麥奶茶,杯,341.0,25125.0
茶飲,07022,冬瓜鐵觀音,杯,152.0,7550.0
茶飲,07024,青檸四季春,杯,376.0,20625.0
茶飲,07025,桂花四季春,杯,194.0,10670.0
茶飲,07026,桂花蕎麥,杯,81.0,4455.0
茶飲,07027,青檸蜜茶,杯,261.0,14300.0
茶飲,07029,雪綿輕熟烏龍,杯,51.0,3825.0
茶飲,07031,輕熟烏龍,杯,65.0,3200.0
茶飲,07033,雪綿厚焙鐵觀音,杯,94.0,6580.0
茶飲,07034,雪綿黃金蕎麥,杯,36.0,2520.0
茶飲,07035,雪綿丹瓦紅茶,杯,81.0,5265.0
茶飲,07036,雪綿四季春,杯,30.0,2030.0
茶飲,07038,波霸紅茶,杯,136.0,6790.0
茶飲,07039,波霸四季春,杯,148.0,8030.0
茶飲,07040,波霸奶茶,杯,659.0,42506.5
茶飲,07041,波霸鐵觀音奶茶,杯,317.0,21980.0
茶飲,07042,波霸烏龍奶茶,杯,53.0,3900.0
茶飲,07043,波霸紅茶拿鐵,杯,292.0,21900.0
茶飲,07046,烏龍拿鐵,杯,42.0,3075.0
茶飲,07047,波霸烏龍拿鐵,杯,32.0,2635.0
秤重蔬菜,V1001,蔬菜(每公克0.3元),克,839168.0,251452.5
秤重蔬菜,V1002,高麗菜,份,5810.0,0.0
秤重蔬菜,V1003,青江菜,份,869.0,0.0
秤重蔬菜,V1004,大陸妹,份,1496.0,0.0
秤重蔬菜,V1005,奶油白菜,份,1437.0,0.0
秤重蔬菜,V1006,菠菜,份,1012.0,0.0
秤重蔬菜,V1007,A菜,份,124.0,0.0
秤重蔬菜,V1008,小白菜,份,717.0,0.0
秤重蔬菜,V1009,空心菜,份,1392.0,0.0
秤重蔬菜,V1010,地瓜葉,份,1083.0,0.0
秤重蔬菜,V1011,杏菜,份,57.0,0.0
秤重蔬菜,V1012,油菜,份,55.0,0.0
秤重蔬菜,V1013,尼龍菜,份,100.0,0.0
秤重蔬菜,V2001,香菇,份,1133.0,0.0
秤重蔬菜,V2002,杏鮑菇,份,794.0,0.0
秤重蔬菜,V2003,袖珍菇,份,999.0,0.0
秤重蔬菜,V2005,金針菇,份,2404.0,0.0
秤重蔬菜,V2006,川耳,份,924.0,0.0
功夫菜,09001,黃金炸翅刀(梅醬),份,860.0,83744.0
功夫菜,09002,黃金炸翅刀(瓦製辣醬),份,754.0,73062.0
功夫菜,09003,經典炸脆薯,份,218.0,18020.0
功夫菜,09005,醋溜炸脆肉(川味),份,177.0,17325.0
功夫菜,09007,醋溜炸脆肉(椒鹽),份,517.0,50480.0
功夫菜,09008,黃金炸翅刀,份,14.0,1089.0
功夫菜,09011,醋溜炸脆肉,份,3.0,297.0
調味,10002,不要蔥,份,21.0,0.0
調味,10003,不要酸菜,份,31.0,0.0
調味,10005,不要醬,份,5.0,0.0
外帶肉類,11003,鴨胗,份,29.0,725.0
外帶肉類,11004,鴨肝,份,19.0,285.0
外帶肉類,11005,鴨心,顆,36.0,360.0
外帶肉類,11006,豬頭皮,份,46.0,920.0
外帶肉類,11007,豬肥腸,份,47.0,1880.0
外帶肉類,11009,豬耳朵,份,61.0,1220.0
外帶肉類,11010,豬皮,份,47.0,940.0
外帶肉類,11013,腱子肉,份,99.0,3960.0
外帶肉類,11014,豬脆管,份,18.0,450.0
外帶肉類,11015,菊花肉,份,52.0,2080.0
外帶肉類,11017,脆腸,份,16.0,400.0
外帶肉類,11018,氣球,份,13.0,325.0
外帶肉類,11019,肝連,份,45.0,1800.0
外帶肉類,11020,生腸,份,9.0,180.0
外帶肉類,11021,無骨大雞腿,份,4.0,316.0
套餐,01034,任選三入20元,份,2116.0,42300.0
套餐子項,13001,黃金魚蛋,份,1421.0,0.0
套餐子項,13002,魚餃,份,1456.0,0.0
套餐子項,13006,小蟹腿,份,2373.0,0.0
套餐子項,13008,韓式魚板,份,1079.0,0.0
套餐子項,U08002,黃金魚蛋,份,4.0,0.0
套餐子項,U08003,魚餃,份,4.0,0.0
套餐子項,U08006,小蟹腿,份,5.0,0.0
套餐子項,U08008,韓式魚板,份,5.0,0.0
餐費,14001,餐費,份,296.0,296.0
特製餐點,16002,分2桶,份,597.0,0.0
特製餐點,16003,分3桶,份,57.0,0.0
特製餐點,16004,分4桶,份,11.0,0.0
精選肉類,U01001,菊花肉,份,4.0,200.0
精選肉類,U01002,豬脆管,份,2.0,70.0
精選肉類,U01003,鴨肝,份,3.0,60.0
精選肉類,U01005,豬頭皮,份,1.0,35.0
精選肉類,U01007,豬耳朵,份,6.0,210.0
精選肉類,U01009,脆腸,份,2.0,60.0
精選肉類,U01010,腱子肉,份,3.0,105.0
精選肉類,U01011,肝連,份,4.0,140.0
精選肉類,U01012,肥腸,份,4.0,180.0
精選肉類,U01013,鴨胗,份,1.0,35.0
精選肉類,U01014,鴨心,顆,1.0,15.0
綜合好料,U02001,鳥蛋,份,20.0,160.0
綜合好料,U02003,小豆干(黃）,份,6.0,90.0
綜合好料,U02005,米血,份,9.0,135.0
綜合好料,U02008,海帶,份,11.0,165.0
綜合好料,U02010,龍蝦沙拉,份,1.0,20.0
綜合好料,U02012,大豆干(黑),份,10.0,180.0
綜合好料,U02014,滷蛋,份,2.0,40.0
綜合好料,U02016,百頁豆腐,份,4.0,120.0
家常蔬菜,U03001,川耳,份,2.0,40.0
家常蔬菜,U03002,香菇,份,5.0,125.0
家常蔬菜,U03005,水蓮,份,9.0,270.0
家常蔬菜,U03009,大陸妹,份,4.0,120.0
家常蔬菜,U03010,玉米筍,份,3.0,87.0
家常蔬菜,U03013,青江菜,份,3.0,87.0
家常蔬菜,U03014,高麗菜,份,7.0,210.0
家常蔬菜,U03015,秀珍菇,份,1.0,25.0
家常蔬菜,U03016,金針菇,份,3.0,75.0
家常蔬菜,U03021,娃娃菜,份,6.0,210.0
嚴選手作,U04001,手工甜不辣,份,6.0,120.0
嚴選手作,U04002,四川麻辣丸,份,2.0,40.0
嚴選手作,U04003,鴨肉丸(3顆一份),份,7.0,175.0
嚴選手作,U04006,嚴選虱目魚捲,份,1.0,55.0
圈樓煮麵,U05001,祖傳麻醬麵,份,8.0,440.0
圈樓煮麵,U05002,丹瓦潑辣麵,份,8.0,472.0
圈樓煮麵,U05003,王子麵,份,8.0,160.0
丹瓦調飲,U06002,青檸冬瓜,份,1.0,59.0
丹瓦調飲,U06003,瓦焙紅茶,份,1.0,49.0
丹瓦調飲,U06005,瓦焙厚奶茶,份,4.0,236.0
丹瓦調飲,U06006,冬瓜拿鐵,份,2.0,150.0
丹瓦調飲,U06007,紅茶拿鐵,份,4.0,300.0
丹瓦調飲,U06009,厚焙鐵觀音奶茶,份,2.0,150.0
好料組合區,U07002,任選三樣39元,份,6.0,234.0
強檔必點,U10001,醋溜炸脆肉(椒鹽),份,3.0,417.0
強檔必點,U10002,醋溜炸脆肉(川味),份,2.0,278.0
強檔必點,U10004,梅醬黃金炸翅刀,份,5.0,750.0
強檔必點,U10005,瓦製辣醬黃金翅刀,份,1.0,150.0
